Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Quantity,Unit Price,Sales,Discount,Profit
ORD-1336,03/12/2023,08/12/2023,Standard Class,CUST-1336,Carol White,Consumer,Central,Office Supplies,Chairs,Executive Chair,7,169.75,1188.25,0.0,237.65
ORD-1337,04/12/2023,09/12/2023,First Class,CUST-1337,Jane Smith,Consumer,West,Technology,Binders,Ring Binder,9,251.6,2264.4,0.2,0.0
ORD-1338,05/12/2023,07/12/2023,Same Day,CUST-1338,Alice Johnson,Consumer,South,Office Supplies,Phones,Steel Cabinet,3,263.2,789.6,0.1,78.96
ORD-1339,06/12/2023,08/12/2023,Same Day,CUST-1339,Carol White,Consumer,Central,Furniture,Storage,Steel Cabinet,2,205.87,411.74,0.0,82.35
ORD-1340,07/12/2023,08/12/2023,First Class,CUST-1340,John Doe,Corporate,East,Furniture,Binders,Executive Chair,1,455.15,455.15,0.2,0.0
ORD-1341,08/12/2023,12/12/2023,Same Day,CUST-1341,Jane Smith,Home Office,South,Technology,Storage,Mouse Pad,3,27.71,83.13,0.2,0.0
ORD-1342,09/12/2023,13/12/2023,First Class,CUST-1342,Jane Smith,Corporate,West,Furniture,Tables,Conference Table,5,395.44,1977.2,0.2,0.0
ORD-1343,10/12/2023,15/12/2023,Second Class,CUST-1343,Jane Smith,Consumer,West,Office Supplies,Accessories,Conference Table,2,79.7,159.4,0.1,15.94
ORD-1344,11/12/2023,12/12/2023,First Class,CUST-1344,Alice Johnson,Corporate,West,Furniture,Binders,Ring Binder,3,402.82,1208.46,0.1,120.85
ORD-1345,12/12/2023,18/12/2023,First Class,CUST-1345,Carol White,Home Office,East,Technology,Tables,Ring Binder,4,315.64,1262.56,0.3,-126.26
ORD-1346,13/12/2023,17/12/2023,First Class,CUST-1346,Carol White,Home Office,South,Office Supplies,Binders,Mouse Pad,7,424.77,2973.39,0.3,-297.34
ORD-1347,14/12/2023,15/12/2023,Same Day,CUST-1347,John Doe,Corporate,South,Technology,Binders,Ring Binder,3,66.81,200.43,0.2,0.0
ORD-1348,15/12/2023,16/12/2023,Same Day,CUST-1348,John Doe,Corporate,East,Office Supplies,Tables,Conference Table,9,288.31,2594.79,0.2,0.0
ORD-1349,16/12/2023,21/12/2023,First Class,CUST-1349,Jane Smith,Corporate,South,Furniture,Phones,iPhone 13,8,260.52,2084.16,0.1,208.42
ORD-1350,17/12/2023,18/12/2023,Same Day,CUST-1350,John Doe,Consumer,East,Technology,Chairs,Steel Cabinet,4,358.97,1435.88,0.3,-143.59
ORD-1351,18/12/2023,20/12/2023,Standard Class,CUST-1351,Alice Johnson,Corporate,East,Technology,Storage,iPhone 13,1,276.46,276.46,0.2,0.0
ORD-1352,19/12/2023,21/12/2023,Standard Class,CUST-1352,Carol White,Corporate,East,Office Supplies,Binders,iPhone 13,1,279.55,279.55,0.3,-27.95
ORD-1353,20/12/2023,23/12/2023,Same Day,CUST-1353,Jane Smith,Corporate,West,Technology,Storage,Conference Table,1,226.21,226.21,0.3,-22.62
ORD-1354,21/12/2023,26/12/2023,Same Day,CUST-1354,John Doe,Home Office,South,Office Supplies,Accessories,iPhone 13,1,168.24,168.24,0.2,0.0
ORD-1355,22/12/2023,28/12/2023,First Class,CUST-1355,Alice Johnson,Home Office,East,Office Supplies,Tables,Mouse Pad,8,251.49,2011.92,0.1,201.19
ORD-1356,23/12/2023,26/12/2023,Second Class,CUST-1356,Alice Johnson,Consumer,South,Office Supplies,Storage,Executive Chair,3,76.88,230.64,0.2,0.0
ORD-1357,24/12/2023,26/12/2023,Same Day,CUST-1357,John Doe,Consumer,West,Office Supplies,Tables,Ring Binder,6,481.53,2889.18,0.2,0.0
ORD-1358,25/12/2023,28/12/2023,Standard Class,CUST-1358,Carol White,Home Office,East,Furniture,Storage,Executive Chair,3,362.92,1088.76,0.3,-108.88
ORD-1359,26/12/2023,31/12/2023,First Class,CUST-1359,John Doe,Home Office,Central,Office Supplies,Chairs,Steel Cabinet,5,477.18,2385.9,0.2,0.0
ORD-1360,27/12/2023,01/01/2024,Same Day,CUST-1360,Jane Smith,Home Office,West,Technology,Chairs,Ring Binder,7,128.83,901.81,0.1,90.18
ORD-1361,28/12/2023,29/12/2023,Standard Class,CUST-1361,John Doe,Corporate,Central,Furniture,Chairs,iPhone 13,2,442.08,884.16,0.2,0.0
ORD-1362,29/12/2023,02/01/2024,Standard Class,CUST-1362,Alice Johnson,Corporate,South,Technology,Chairs,Steel Cabinet,6,408.22,2449.32,0.1,244.93
ORD-1363,30/12/2023,31/12/2023,Second Class,CUST-1363,John Doe,Home Office,South,Furniture,Chairs,Ring Binder,6,345.03,2070.18,0.1,207.02
ORD-1364,31/12/2023,05/01/2024,First Class,CUST-1364,Carol White,Corporate,West,Office Supplies,Chairs,Mouse Pad,3,320.01,960.03,0.3,-96.0
ORD-1365,01/01/2024,03/01/2024,First Class,CUST-1365,Bob Lee,Corporate,South,Furniture,Tables,Mouse Pad,6,171.94,1031.64,0.0,206.33
ORD-1366,02/01/2024,08/01/2024,Second Class,CUST-1366,John Doe,Consumer,Central,Furniture,Binders,Mouse Pad,5,411.88,2059.4,0.0,411.88
ORD-1367,03/01/2024,05/01/2024,Second Class,CUST-1367,Carol White,Home Office,East,Technology,Storage,Mouse Pad,2,260.73,521.46,0.3,-52.15
ORD-1368,04/01/2024,05/01/2024,First Class,CUST-1368,Carol White,Home Office,East,Technology,Chairs,iPhone 13,9,54.03,486.27,0.2,0.0
ORD-1369,05/01/2024,11/01/2024,First Class,CUST-1369,Alice Johnson,Corporate,East,Office Supplies,Tables,Executive Chair,8,170.17,1361.36,0.3,-136.14
ORD-1370,06/01/2024,11/01/2024,Same Day,CUST-1370,Carol White,Home Office,West,Furniture,Tables,Ring Binder,3,468.94,1406.82,0.1,140.68
ORD-1371,07/01/2024,09/01/2024,Same Day,CUST-1371,Carol White,Consumer,South,Furniture,Tables,iPhone 13,8,428.33,3426.64,0.0,685.33
ORD-1372,08/01/2024,13/01/2024,Second Class,CUST-1372,Carol White,Consumer,Central,Furniture,Binders,Mouse Pad,9,491.31,4421.79,0.3,-442.18
ORD-1373,09/01/2024,15/01/2024,Same Day,CUST-1373,Carol White,Consumer,South,Office Supplies,Storage,Executive Chair,3,321.44,964.32,0.2,0.0
ORD-1374,10/01/2024,16/01/2024,Standard Class,CUST-1374,Jane Smith,Home Office,South,Office Supplies,Binders,Steel Cabinet,3,138.8,416.4,0.3,-41.64
ORD-1375,11/01/2024,13/01/2024,Same Day,CUST-1375,Jane Smith,Home Office,South,Office Supplies,Phones,Steel Cabinet,2,98.15,196.3,0.0,39.26
ORD-1376,12/01/2024,17/01/2024,Same Day,CUST-1376,Alice Johnson,Home Office,East,Office Supplies,Tables,Steel Cabinet,8,109.72,877.76,0.3,-87.78
ORD-1377,13/01/2024,16/01/2024,Standard Class,CUST-1377,John Doe,Home Office,Central,Office Supplies,Phones,Mouse Pad,1,29.5,29.5,0.3,-2.95
ORD-1378,14/01/2024,19/01/2024,Second Class,CUST-1378,Carol White,Home Office,Central,Technology,Accessories,Steel Cabinet,8,207.53,1660.24,0.0,332.05
ORD-1379,15/01/2024,21/01/2024,Standard Class,CUST-1379,John Doe,Consumer,South,Furniture,Chairs,Conference Table,7,111.89,783.23,0.1,78.32
ORD-1380,16/01/2024,21/01/2024,Same Day,CUST-1380,John Doe,Corporate,East,Furniture,Chairs,Ring Binder,7,217.59,1523.13,0.1,152.31
ORD-1381,17/01/2024,18/01/2024,Second Class,CUST-1381,Alice Johnson,Consumer,East,Furniture,Binders,Ring Binder,3,468.8,1406.4,0.0,281.28
ORD-1382,18/01/2024,21/01/2024,Same Day,CUST-1382,Carol White,Home Office,Central,Furniture,Storage,Mouse Pad,1,226.66,226.66,0.3,-22.67
ORD-1383,19/01/2024,23/01/2024,Standard Class,CUST-1383,Carol White,Consumer,East,Furniture,Phones,Conference Table,4,441.43,1765.72,0.0,353.14
ORD-1384,20/01/2024,21/01/2024,Standard Class,CUST-1384,Bob Lee,Home Office,East,Furniture,Storage,iPhone 13,9,310.64,2795.76,0.1,279.58
ORD-1385,21/01/2024,25/01/2024,Same Day,CUST-1385,John Doe,Home Office,East,Furniture,Binders,iPhone 13,5,138.62,693.1,0.2,0.0
ORD-1386,22/01/2024,24/01/2024,First Class,CUST-1386,John Doe,Consumer,West,Furniture,Chairs,Steel Cabinet,1,190.81,190.81,0.3,-19.08
ORD-1387,23/01/2024,27/01/2024,First Class,CUST-1387,Jane Smith,Home Office,South,Technology,Storage,Executive Chair,5,60.28,301.4,0.1,30.14
ORD-1388,24/01/2024,29/01/2024,Standard Class,CUST-1388,Bob Lee,Corporate,Central,Furniture,Storage,iPhone 13,8,180.06,1440.48,0.3,-144.05
ORD-1389,25/01/2024,29/01/2024,Standard Class,CUST-1389,Jane Smith,Home Office,Central,Technology,Chairs,Executive Chair,8,345.22,2761.76,0.0,552.35
ORD-1390,26/01/2024,01/02/2024,First Class,CUST-1390,Jane Smith,Corporate,West,Office Supplies,Phones,Ring Binder,5,54.61,273.05,0.2,0.0
ORD-1391,27/01/2024,28/01/2024,First Class,CUST-1391,Jane Smith,Corporate,South,Furniture,Chairs,Executive Chair,9,118.59,1067.31,0.0,213.46
ORD-1392,28/01/2024,29/01/2024,Same Day,CUST-1392,Alice Johnson,Home Office,Central,Office Supplies,Storage,Ring Binder,1,203.09,203.09,0.2,0.0
ORD-1393,29/01/2024,02/02/2024,Same Day,CUST-1393,Alice Johnson,Consumer,East,Office Supplies,Phones,Conference Table,4,491.38,1965.52,0.3,-196.55
ORD-1394,30/01/2024,31/01/2024,First Class,CUST-1394,Jane Smith,Corporate,Central,Office Supplies,Phones,Conference Table,3,396.73,1190.19,0.3,-119.02
ORD-1395,31/01/2024,06/02/2024,Same Day,CUST-1395,Bob Lee,Consumer,East,Technology,Chairs,Mouse Pad,2,372.07,744.14,0.0,148.83
ORD-1396,01/02/2024,02/02/2024,Same Day,CUST-1396,John Doe,Corporate,West,Office Supplies,Storage,Mouse Pad,8,75.77,606.16,0.2,0.0
ORD-1397,02/02/2024,06/02/2024,Second Class,CUST-1397,Bob Lee,Home Office,East,Office Supplies,Binders,Steel Cabinet,7,394.88,2764.16,0.2,0.0
ORD-1398,03/02/2024,06/02/2024,Same Day,CUST-1398,Carol White,Home Office,Central,Office Supplies,Storage,iPhone 13,9,396.93,3572.37,0.3,-357.24
ORD-1399,04/02/2024,07/02/2024,Standard Class,CUST-1399,Alice Johnson,Corporate,Central,Furniture,Tables,Steel Cabinet,2,308.53,617.06,0.0,123.41
ORD-1400,05/02/2024,07/02/2024,Same Day,CUST-1400,John Doe,Home Office,Central,Furniture,Accessories,Ring Binder,4,495.37,1981.48,0.2,0.0
ORD-1401,06/02/2024,07/02/2024,Same Day,CUST-1401,John Doe,Corporate,West,Technology,Binders,Steel Cabinet,6,176.12,1056.72,0.3,-105.67
ORD-1402,07/02/2024,11/02/2024,First Class,CUST-1402,Carol White,Home Office,West,Technology,Phones,Executive Chair,3,471.81,1415.43,0.1,141.54
ORD-1403,08/02/2024,09/02/2024,Standard Class,CUST-1403,Carol White,Consumer,South,Furniture,Binders,Ring Binder,8,459.07,3672.56,0.0,734.51
ORD-1404,09/02/2024,14/02/2024,Same Day,CUST-1404,Jane Smith,Home Office,Central,Technology,Phones,Mouse Pad,3,25.51,76.53,0.1,7.65
ORD-1405,10/02/2024,16/02/2024,Same Day,CUST-1405,Alice Johnson,Consumer,East,Furniture,Phones,Conference Table,2,236.06,472.12,0.0,94.42
ORD-1406,11/02/2024,12/02/2024,Second Class,CUST-1406,Alice Johnson,Home Office,West,Office Supplies,Binders,Mouse Pad,3,489.01,1467.03,0.3,-146.7
ORD-1407,12/02/2024,13/02/2024,Same Day,CUST-1407,Bob Lee,Consumer,Central,Office Supplies,Phones,iPhone 13,6,69.5,417.0,0.2,0.0
ORD-1408,13/02/2024,16/02/2024,Same Day,CUST-1408,Jane Smith,Home Office,Central,Technology,Phones,Ring Binder,2,282.94,565.88,0.2,0.0
ORD-1409,14/02/2024,20/02/2024,Second Class,CUST-1409,Jane Smith,Consumer,West,Furniture,Tables,Ring Binder,8,489.9,3919.2,0.2,0.0
ORD-1410,15/02/2024,19/02/2024,First Class,CUST-1410,Jane Smith,Corporate,South,Furniture,Storage,Executive Chair,1,286.64,286.64,0.0,57.33
ORD-1411,16/02/2024,17/02/2024,Same Day,CUST-1411,Jane Smith,Corporate,West,Technology,Storage,iPhone 13,7,111.11,777.77,0.3,-77.78
ORD-1412,17/02/2024,20/02/2024,Second Class,CUST-1412,Alice Johnson,Consumer,West,Furniture,Accessories,Conference Table,2,299.45,598.9,0.1,59.89
ORD-1413,18/02/2024,20/02/2024,Standard Class,CUST-1413,Alice Johnson,Home Office,East,Office Supplies,Accessories,Ring Binder,6,118.13,708.78,0.3,-70.88
ORD-1414,19/02/2024,25/02/2024,First Class,CUST-1414,Jane Smith,Consumer,East,Technology,Tables,Ring Binder,2,269.46,538.92,0.1,53.89
ORD-1415,20/02/2024,23/02/2024,Standard Class,CUST-1415,Bob Lee,Home Office,South,Technology,Accessories,Executive Chair,2,55.54,111.08,0.0,22.22
ORD-1416,21/02/2024,24/02/2024,Standard Class,CUST-1416,John Doe,Corporate,Central,Furniture,Binders,Steel Cabinet,8,310.63,2485.04,0.0,497.01
ORD-1417,22/02/2024,25/02/2024,Second Class,CUST-1417,John Doe,Home Office,West,Technology,Chairs,Conference Table,2,268.06,536.12,0.1,53.61
ORD-1418,23/02/2024,24/02/2024,Same Day,CUST-1418,Bob Lee,Corporate,South,Furniture,Chairs,Mouse Pad,7,375.28,2626.96,0.1,262.7
ORD-1419,24/02/2024,25/02/2024,Second Class,CUST-1419,Jane Smith,Home Office,East,Furniture,Chairs,iPhone 13,3,322.74,968.22,0.1,96.82
ORD-1420,25/02/2024,27/02/2024,Second Class,CUST-1420,Alice Johnson,Home Office,West,Furniture,Tables,Ring Binder,8,283.81,2270.48,0.3,-227.05
ORD-1421,26/02/2024,02/03/2024,Second Class,CUST-1421,John Doe,Home Office,Central,Furniture,Tables,Ring Binder,7,351.09,2457.63,0.1,245.76
ORD-1422,27/02/2024,03/03/2024,Second Class,CUST-1422,Carol White,Consumer,East,Furniture,Phones,Mouse Pad,8,89.09,712.72,0.0,142.54
ORD-1423,28/02/2024,04/03/2024,First Class,CUST-1423,Carol White,Consumer,East,Technology,Chairs,Conference Table,7,305.77,2140.39,0.0,428.08
ORD-1424,29/02/2024,06/03/2024,Same Day,CUST-1424,Bob Lee,Corporate,East,Office Supplies,Binders,Steel Cabinet,6,102.61,615.66,0.2,0.0
ORD-1425,01/03/2024,07/03/2024,Standard Class,CUST-1425,Jane Smith,Corporate,South,Office Supplies,Accessories,Ring Binder,7,464.25,3249.75,0.1,324.98
ORD-1426,02/03/2024,04/03/2024,Standard Class,CUST-1426,John Doe,Consumer,Central,Technology,Binders,Conference Table,5,52.8,264.0,0.3,-26.4
ORD-1427,03/03/2024,09/03/2024,Same Day,CUST-1427,Jane Smith,Corporate,West,Technology,Accessories,Mouse Pad,7,226.58,1586.06,0.3,-158.61
ORD-1428,04/03/2024,09/03/2024,Standard Class,CUST-1428,John Doe,Consumer,South,Office Supplies,Chairs,Executive Chair,1,353.98,353.98,0.3,-35.4
ORD-1429,05/03/2024,10/03/2024,Same Day,CUST-1429,Bob Lee,Home Office,South,Office Supplies,Chairs,Steel Cabinet,1,239.85,239.85,0.2,0.0
ORD-1430,06/03/2024,09/03/2024,Standard Class,CUST-1430,Bob Lee,Corporate,South,Office Supplies,Chairs,iPhone 13,9,64.21,577.89,0.0,115.58
ORD-1431,07/03/2024,13/03/2024,Second Class,CUST-1431,Carol White,Corporate,East,Office Supplies,Tables,Ring Binder,5,285.62,1428.1,0.3,-142.81
ORD-1432,08/03/2024,09/03/2024,Standard Class,CUST-1432,Jane Smith,Consumer,Central,Office Supplies,Accessories,Conference Table,5,327.98,1639.9,0.0,327.98
ORD-1433,09/03/2024,10/03/2024,Same Day,CUST-1433,Carol White,Corporate,South,Furniture,Tables,Executive Chair,3,357.82,1073.46,0.2,0.0
ORD-1434,10/03/2024,13/03/2024,Same Day,CUST-1434,Jane Smith,Corporate,West,Technology,Tables,iPhone 13,5,199.16,995.8,0.1,99.58
ORD-1435,11/03/2024,14/03/2024,Same Day,CUST-1435,Carol White,Home Office,Central,Furniture,Storage,Conference Table,3,290.56,871.68,0.1,87.17
ORD-1436,12/03/2024,15/03/2024,Same Day,CUST-1436,Alice Johnson,Corporate,West,Office Supplies,Binders,Conference Table,9,236.33,2126.97,0.1,212.7
ORD-1437,13/03/2024,14/03/2024,Same Day,CUST-1437,Alice Johnson,Home Office,Central,Office Supplies,Binders,iPhone 13,9,342.59,3083.31,0.3,-308.33
ORD-1438,14/03/2024,19/03/2024,First Class,CUST-1438,Alice Johnson,Consumer,West,Office Supplies,Phones,Executive Chair,6,300.11,1800.66,0.1,180.07
ORD-1439,15/03/2024,18/03/2024,First Class,CUST-1439,Alice Johnson,Corporate,East,Furniture,Tables,Mouse Pad,1,272.36,272.36,0.3,-27.24
ORD-1440,16/03/2024,18/03/2024,Standard Class,CUST-1440,John Doe,Home Office,South,Furniture,Accessories,Executive Chair,7,139.77,978.39,0.2,0.0
ORD-1441,17/03/2024,20/03/2024,Same Day,CUST-1441,Alice Johnson,Consumer,West,Office Supplies,Storage,Steel Cabinet,7,20.97,146.79,0.2,0.0
ORD-1442,18/03/2024,22/03/2024,Standard Class,CUST-1442,Bob Lee,Corporate,Central,Furniture,Storage,Ring Binder,4,103.56,414.24,0.3,-41.42
ORD-1443,19/03/2024,22/03/2024,Same Day,CUST-1443,Bob Lee,Consumer,South,Furniture,Binders,iPhone 13,8,76.19,609.52,0.0,121.9
ORD-1444,20/03/2024,21/03/2024,Same Day,CUST-1444,John Doe,Corporate,South,Office Supplies,Tables,Mouse Pad,6,235.56,1413.36,0.1,141.34
ORD-1445,21/03/2024,27/03/2024,First Class,CUST-1445,Alice Johnson,Consumer,Central,Furniture,Phones,iPhone 13,4,313.88,1255.52,0.1,125.55
ORD-1446,22/03/2024,25/03/2024,First Class,CUST-1446,Alice Johnson,Consumer,West,Technology,Tables,iPhone 13,4,122.28,489.12,0.1,48.91
ORD-1447,23/03/2024,29/03/2024,Second Class,CUST-1447,Alice Johnson,Home Office,East,Technology,Chairs,Executive Chair,2,470.75,941.5,0.3,-94.15
ORD-1448,24/03/2024,28/03/2024,First Class,CUST-1448,Carol White,Consumer,East,Technology,Tables,Ring Binder,2,23.21,46.42,0.2,0.0
ORD-1449,25/03/2024,27/03/2024,Second Class,CUST-1449,Jane Smith,Corporate,West,Technology,Chairs,Steel Cabinet,4,390.7,1562.8,0.1,156.28
ORD-1450,26/03/2024,01/04/2024,Second Class,CUST-1450,Carol White,Corporate,South,Office Supplies,Chairs,Conference Table,5,320.1,1600.5,0.2,0.0
ORD-1451,27/03/2024,01/04/2024,Second Class,CUST-1451,Jane Smith,Home Office,South,Office Supplies,Phones,Conference Table,8,199.31,1594.48,0.1,159.45
ORD-1452,28/03/2024,31/03/2024,Second Class,CUST-1452,Alice Johnson,Corporate,South,Office Supplies,Accessories,iPhone 13,6,44.23,265.38,0.1,26.54
ORD-1453,29/03/2024,02/04/2024,Second Class,CUST-1453,Alice Johnson,Corporate,South,Technology,Binders,Ring Binder,4,321.19,1284.76,0.3,-128.48
ORD-1454,30/03/2024,03/04/2024,Standard Class,CUST-1454,Carol White,Corporate,West,Technology,Tables,Mouse Pad,7,205.09,1435.63,0.0,287.13
ORD-1455,31/03/2024,06/04/2024,First Class,CUST-1455,Carol White,Consumer,South,Furniture,Chairs,Executive Chair,8,469.41,3755.28,0.3,-375.53
ORD-1456,01/04/2024,03/04/2024,Second Class,CUST-1456,Jane Smith,Consumer,Central,Furniture,Tables,Ring Binder,2,280.16,560.32,0.1,56.03
ORD-1457,02/04/2024,03/04/2024,Same Day,CUST-1457,Bob Lee,Corporate,South,Technology,Accessories,Ring Binder,7,471.03,3297.21,0.1,329.72
ORD-1458,03/04/2024,06/04/2024,First Class,CUST-1458,Jane Smith,Home Office,East,Technology,Binders,Executive Chair,2,125.83,251.66,0.0,50.33
ORD-1459,04/04/2024,08/04/2024,First Class,CUST-1459,Carol White,Consumer,South,Technology,Accessories,iPhone 13,2,368.35,736.7,0.2,0.0
ORD-1460,05/04/2024,07/04/2024,Second Class,CUST-1460,Carol White,Home Office,West,Technology,Binders,Ring Binder,8,316.28,2530.24,0.2,0.0
ORD-1461,06/04/2024,11/04/2024,Standard Class,CUST-1461,John Doe,Corporate,East,Furniture,Storage,Conference Table,2,374.92,749.84,0.1,74.98
ORD-1462,07/04/2024,11/04/2024,Second Class,CUST-1462,Carol White,Corporate,West,Technology,Binders,Executive Chair,9,123.04,1107.36,0.2,0.0
ORD-1463,08/04/2024,10/04/2024,Standard Class,CUST-1463,John Doe,Consumer,West,Furniture,Phones,Mouse Pad,1,339.2,339.2,0.1,33.92
ORD-1464,09/04/2024,10/04/2024,Same Day,CUST-1464,Bob Lee,Corporate,East,Technology,Accessories,Steel Cabinet,9,259.06,2331.54,0.0,466.31
ORD-1465,10/04/2024,11/04/2024,First Class,CUST-1465,Jane Smith,Consumer,West,Technology,Chairs,iPhone 13,1,376.56,376.56,0.0,75.31
ORD-1466,11/04/2024,15/04/2024,Same Day,CUST-1466,Jane Smith,Corporate,West,Technology,Storage,Executive Chair,2,176.98,353.96,0.1,35.4
ORD-1467,12/04/2024,16/04/2024,Standard Class,CUST-1467,John Doe,Corporate,South,Furniture,Phones,Steel Cabinet,6,447.23,2683.38,0.0,536.68
ORD-1468,13/04/2024,19/04/2024,Standard Class,CUST-1468,Jane Smith,Consumer,Central,Furniture,Tables,Steel Cabinet,6,60.46,362.76,0.3,-36.28
ORD-1469,14/04/2024,17/04/2024,Same Day,CUST-1469,Carol White,Consumer,West,Office Supplies,Accessories,Mouse Pad,1,407.45,407.45,0.3,-40.74
ORD-1470,15/04/2024,17/04/2024,Standard Class,CUST-1470,Alice Johnson,Consumer,West,Technology,Chairs,Ring Binder,7,433.43,3034.01,0.0,606.8
ORD-1471,16/04/2024,20/04/2024,Same Day,CUST-1471,John Doe,Corporate,West,Office Supplies,Binders,Mouse Pad,8,412.28,3298.24,0.1,329.82
ORD-1472,17/04/2024,20/04/2024,First Class,CUST-1472,Jane Smith,Corporate,South,Office Supplies,Chairs,Ring Binder,2,266.11,532.22,0.1,53.22
ORD-1473,18/04/2024,24/04/2024,Same Day,CUST-1473,John Doe,Home Office,Central,Furniture,Tables,Ring Binder,8,230.42,1843.36,0.0,368.67
ORD-1474,19/04/2024,22/04/2024,First Class,CUST-1474,John Doe,Consumer,East,Furniture,Storage,Executive Chair,9,498.21,4483.89,0.2,0.0
ORD-1475,20/04/2024,24/04/2024,Same Day,CUST-1475,Alice Johnson,Corporate,South,Office Supplies,Storage,Executive Chair,6,130.0,780.0,0.3,-78.0
ORD-1476,21/04/2024,22/04/2024,Standard Class,CUST-1476,Carol White,Corporate,South,Technology,Accessories,iPhone 13,5,282.5,1412.5,0.2,0.0
ORD-1477,22/04/2024,24/04/2024,Same Day,CUST-1477,John Doe,Consumer,Central,Furniture,Storage,Ring Binder,9,341.92,3077.28,0.1,307.73
ORD-1478,23/04/2024,25/04/2024,Standard Class,CUST-1478,Jane Smith,Home Office,Central,Technology,Accessories,Steel Cabinet,9,356.42,3207.78,0.1,320.78
ORD-1479,24/04/2024,25/04/2024,Same Day,CUST-1479,Bob Lee,Consumer,South,Technology,Accessories,Conference Table,1,117.93,117.93,0.2,0.0
ORD-1480,25/04/2024,29/04/2024,Same Day,CUST-1480,John Doe,Home Office,East,Office Supplies,Accessories,iPhone 13,3,333.92,1001.76,0.0,200.35
ORD-1481,26/04/2024,28/04/2024,Second Class,CUST-1481,John Doe,Corporate,South,Office Supplies,Binders,Executive Chair,9,412.82,3715.38,0.2,0.0
ORD-1482,27/04/2024,01/05/2024,Standard Class,CUST-1482,Alice Johnson,Home Office,Central,Office Supplies,Phones,Mouse Pad,2,44.01,88.02,0.2,0.0
ORD-1483,28/04/2024,04/05/2024,Second Class,CUST-1483,Carol White,Corporate,East,Office Supplies,Accessories,iPhone 13,4,457.53,1830.12,0.3,-183.01
ORD-1484,29/04/2024,03/05/2024,Standard Class,CUST-1484,Bob Lee,Consumer,Central,Furniture,Accessories,iPhone 13,4,34.16,136.64,0.3,-13.66
ORD-1485,30/04/2024,03/05/2024,Second Class,CUST-1485,Jane Smith,Consumer,East,Furniture,Phones,iPhone 13,2,190.87,381.74,0.2,0.0
ORD-1486,01/05/2024,02/05/2024,First Class,CUST-1486,Bob Lee,Consumer,West,Office Supplies,Chairs,iPhone 13,3,27.59,82.77,0.2,0.0
ORD-1487,02/05/2024,06/05/2024,Same Day,CUST-1487,Jane Smith,Home Office,Central,Furniture,Accessories,Conference Table,3,57.03,171.09,0.1,17.11
ORD-1488,03/05/2024,09/05/2024,Standard Class,CUST-1488,Carol White,Corporate,Central,Office Supplies,Binders,Mouse Pad,1,457.36,457.36,0.3,-45.74
ORD-1489,04/05/2024,09/05/2024,Standard Class,CUST-1489,Jane Smith,Consumer,South,Technology,Storage,Mouse Pad,6,190.33,1141.98,0.3,-114.2
ORD-1490,05/05/2024,06/05/2024,Same Day,CUST-1490,Alice Johnson,Consumer,Central,Technology,Storage,Mouse Pad,8,223.89,1791.12,0.1,179.11
ORD-1491,06/05/2024,08/05/2024,Standard Class,CUST-1491,Alice Johnson,Corporate,Central,Technology,Tables,Ring Binder,3,123.37,370.11,0.0,74.02
ORD-1492,07/05/2024,10/05/2024,Standard Class,CUST-1492,Alice Johnson,Consumer,West,Office Supplies,Tables,Steel Cabinet,5,306.61,1533.05,0.3,-153.3
ORD-1493,08/05/2024,10/05/2024,Second Class,CUST-1493,Alice Johnson,Corporate,Central,Technology,Storage,Mouse Pad,1,305.51,305.51,0.3,-30.55
ORD-1494,09/05/2024,15/05/2024,Standard Class,CUST-1494,Bob Lee,Corporate,West,Furniture,Storage,iPhone 13,7,198.66,1390.62,0.0,278.12
ORD-1495,10/05/2024,16/05/2024,First Class,CUST-1495,Carol White,Corporate,West,Technology,Binders,iPhone 13,1,179.86,179.86,0.3,-17.99
ORD-1496,11/05/2024,13/05/2024,First Class,CUST-1496,Jane Smith,Corporate,West,Technology,Phones,Mouse Pad,9,444.78,4003.02,0.3,-400.3
ORD-1497,12/05/2024,13/05/2024,Same Day,CUST-1497,Jane Smith,Corporate,West,Technology,Tables,Mouse Pad,8,203.98,1631.84,0.0,326.37
ORD-1498,13/05/2024,15/05/2024,Standard Class,CUST-1498,Alice Johnson,Home Office,East,Furniture,Phones,iPhone 13,7,256.88,1798.16,0.0,359.63
ORD-1499,14/05/2024,18/05/2024,Same Day,CUST-1499,Alice Johnson,Consumer,South,Office Supplies,Binders,Ring Binder,7,155.99,1091.93,0.2,0.0
